Molecule	OriginalName	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
CHEMBL1093749_0_1	CHEMBL1093749	0.627	0.491	0.136	0.815	0.588	0.227	1.004	0.749	0.255	889.656
CHEMBL584052_0_1	CHEMBL584052	0.624	0.508	0.116	0.86	0.651	0.209	0.905	0.698	0.207	820.079
CHEMBL584052_0_5	CHEMBL584052	0.624	0.508	0.116	0.86	0.651	0.209	0.905	0.698	0.207	820.107
CHEMBL1092063_1_5	CHEMBL1092063	0.623	0.446	0.177	0.777	0.508	0.269	1.127	0.785	0.342	946.832
CHEMBL574738_1_3	CHEMBL574738	0.619	0.474	0.145	0.773	0.544	0.23	1.069	0.786	0.283	943.228
CHEMBL589633_1_1	CHEMBL589633	0.611	0.494	0.118	0.839	0.627	0.212	0.908	0.699	0.21	822.571
CHEMBL589633_0_2	CHEMBL589633	0.611	0.492	0.119	0.839	0.626	0.214	0.908	0.697	0.212	820.198
CHEMBL1078276_0_0	CHEMBL1078276	0.604	0.418	0.186	0.843	0.543	0.3	0.974	0.646	0.328	764.323
CHEMBL574738_0_7	CHEMBL574738	0.598	0.475	0.123	0.743	0.544	0.199	1.033	0.788	0.245	945.476
CHEMBL1093119_0_7	CHEMBL1093119	0.586	0.417	0.169	0.751	0.485	0.265	1.066	0.747	0.319	900.456
CHEMBL589633_0_3	CHEMBL589633	0.584	0.488	0.096	0.799	0.623	0.177	0.868	0.693	0.175	815.411
CHEMBL1078866_0_1	CHEMBL1078866	0.584	0.468	0.115	0.773	0.58	0.193	0.932	0.709	0.223	839.223
CHEMBL1093119_0_4	CHEMBL1093119	0.579	0.405	0.174	0.747	0.475	0.272	1.057	0.731	0.326	881.446
CHEMBL1093119_0_6	CHEMBL1093119	0.571	0.414	0.157	0.732	0.483	0.248	1.041	0.743	0.298	896.058
CHEMBL1078866_0_0	CHEMBL1078866	0.567	0.467	0.1	0.749	0.579	0.17	0.903	0.707	0.196	837.233
CHEMBL589633_0	CHEMBL589633	0.557	0.409	0.148	0.801	0.544	0.257	0.882	0.624	0.258	735.37
CHEMBL1078866_1_0	CHEMBL1078866	0.537	0.372	0.165	0.756	0.492	0.264	0.908	0.603	0.305	714.757
